Hospital_Name,Hospital_Address,Organization_Name,Organization_Address,Request_ID,Blood_Type,Rh_Factor
Riverside Methodist Hospital,3535 Olentangy River Road Columbus OH 43214,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,538132,A,-
Riverside Methodist Hospital,3535 Olentangy River Road Columbus OH 43214,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,539614,A,+
Riverside Methodist Hospital,3535 Olentangy River Road Columbus OH 43214,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,541887,B,-
Riverside Methodist Hospital,3535 Olentangy River Road Columbus OH 43214,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,544981,O,+
Riverside Methodist Hospital,3535 Olentangy River Road Columbus OH 43214,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,546083,B,-
Riverside Methodist Hospital,3535 Olentangy River Road Columbus OH 43214,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,547261,O,+
Riverside Methodist Hospital,3535 Olentangy River Road Columbus OH 43214,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,548171,O,+
Riverside Methodist Hospital,3535 Olentangy River Road Columbus OH 43214,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,548461,B,+
Riverside Methodist Hospital,3535 Olentangy River Road Columbus OH 43214,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,551085,B,+
Riverside Methodist Hospital,3535 Olentangy River Road Columbus OH 43214,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,552131,O,-
Riverside Methodist Hospital,3535 Olentangy River Road Columbus OH 43214,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,552266,A,-
University Hospitals Avon Rehabilitation Hospital,37900 Chester Road Avon OH 44011,Vitalant,710 Leona St Ste B Elyria OH 44035,552287,O,+
University Hospitals Avon Rehabilitation Hospital,37900 Chester Road Avon OH 44011,Vitalant,710 Leona St Ste B Elyria OH 44035,553867,AB,-
University Hospitals Avon Rehabilitation Hospital,37900 Chester Road Avon OH 44011,Vitalant,710 Leona St Ste B Elyria OH 44035,557677,A,+
University Hospitals Avon Rehabilitation Hospital,37900 Chester Road Avon OH 44011,Vitalant,710 Leona St Ste B Elyria OH 44035,557678,A,+
University Hospitals Avon Rehabilitation Hospital,37900 Chester Road Avon OH 44011,Vitalant,710 Leona St Ste B Elyria OH 44035,558507,B,-
University Hospitals Avon Rehabilitation Hospital,37900 Chester Road Avon OH 44011,Vitalant,710 Leona St Ste B Elyria OH 44035,558869,O,+
University Hospitals Avon Rehabilitation Hospital,37900 Chester Road Avon OH 44011,Vitalant,710 Leona St Ste B Elyria OH 44035,562382,O,+
University Hospitals Avon Rehabilitation Hospital,37900 Chester Road Avon OH 44011,Vitalant,710 Leona St Ste B Elyria OH 44035,562923,O,-
University Hospitals Avon Rehabilitation Hospital,37900 Chester Road Avon OH 44011,Vitalant,710 Leona St Ste B Elyria OH 44035,564772,O,-
University Hospitals Avon Rehabilitation Hospital,37900 Chester Road Avon OH 44011,Vitalant,710 Leona St Ste B Elyria OH 44035,564829,B,+
University Hospitals Avon Rehabilitation Hospital,37900 Chester Road Avon OH 44011,Vitalant,710 Leona St Ste B Elyria OH 44035,565478,O,+
University Hospitals Avon Rehabilitation Hospital,37900 Chester Road Avon OH 44011,Vitalant,710 Leona St Ste B Elyria OH 44035,566685,O,-
Trinity Medical Center,380 Summit Avenue Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,568155,AB,+
Trinity Medical Center,380 Summit Avenue Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,568251,AB,+
Trinity Medical Center,380 Summit Avenue Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,569902,AB,-
Trinity Medical Center,380 Summit Avenue Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,572553,AB,-
Trinity Medical Center,380 Summit Avenue Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,575378,O,-
Trinity Medical Center,380 Summit Avenue Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,578527,AB,-
Trinity Medical Center,380 Summit Avenue Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,578598,A,-
Trinity Medical Center,380 Summit Avenue Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,579784,AB,+
Trinity Medical Center,380 Summit Avenue Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,580841,B,-
Trinity Medical Center,380 Summit Avenue Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,583085,O,+
Trinity Medical Center,380 Summit Avenue Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,583341,A,-
Trinity Medical Center,380 Summit Avenue Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,584657,A,+
Trinity Medical Center,380 Summit Avenue Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,587605,A,+
Trinity Medical Center,4000 Johnson Road Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,588051,A,+
Trinity Medical Center,4000 Johnson Road Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,589176,A,+
Trinity Medical Center,4000 Johnson Road Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,589479,O,-
Trinity Medical Center,4000 Johnson Road Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,591285,B,+
Trinity Medical Center,4000 Johnson Road Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,592270,B,-
Trinity Medical Center,4000 Johnson Road Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,593796,AB,-
Trinity Medical Center,4000 Johnson Road Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,595674,AB,-
Trinity Medical Center,4000 Johnson Road Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,596107,A,-
Trinity Medical Center,4000 Johnson Road Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,598787,A,+
Trinity Medical Center,4000 Johnson Road Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,600471,O,-
Trinity Medical Center,4000 Johnson Road Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,601137,O,+
Trinity Medical Center,4000 Johnson Road Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,601559,AB,+
Trinity Medical Center,4000 Johnson Road Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,601590,O,-
Trinity Medical Center,4000 Johnson Road Steubenville OH 43952,American Red Cross,416 Main Street Coshocton OH 43812,602409,A,+
Lindner Center of Hope,4075 Old Western Row Road Mason OH 45040,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,603188,AB,+
Lindner Center of Hope,4075 Old Western Row Road Mason OH 45040,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,605741,AB,+
Lindner Center of Hope,4075 Old Western Row Road Mason OH 45040,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,606263,B,+
Lindner Center of Hope,4075 Old Western Row Road Mason OH 45040,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,606300,O,+
Lindner Center of Hope,4075 Old Western Row Road Mason OH 45040,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,609139,A,-
Lindner Center of Hope,4075 Old Western Row Road Mason OH 45040,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,609549,AB,+
Lindner Center of Hope,4075 Old Western Row Road Mason OH 45040,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,609737,B,+
Lindner Center of Hope,4075 Old Western Row Road Mason OH 45040,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,611200,O,-
Lindner Center of Hope,4075 Old Western Row Road Mason OH 45040,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,611308,O,-
Lindner Center of Hope,4075 Old Western Row Road Mason OH 45040,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,611503,O,-
Lindner Center of Hope,4075 Old Western Row Road Mason OH 45040,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,612360,AB,+
Lindner Center of Hope,4075 Old Western Row Road Mason OH 45040,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,612864,AB,+
Lindner Center of Hope,4075 Old Western Row Road Mason OH 45040,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,613046,B,+
Lindner Center of Hope,4075 Old Western Row Road Mason OH 45040,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,613886,AB,-
Lindner Center of Hope,4075 Old Western Row Road Mason OH 45040,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,614128,O,+
Lindner Center of Hope,4075 Old Western Row Road Mason OH 45040,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,614442,A,+
Lindner Center of Hope,4075 Old Western Row Road Mason OH 45040,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,614892,O,-
Lindner Center of Hope,4075 Old Western Row Road Mason OH 45040,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,617059,B,-
Lindner Center of Hope,4075 Old Western Row Road Mason OH 45040,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,619480,B,+
Brown County General Hospital,425 Home St Georgetown OH 45121,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,622878,B,+
Brown County General Hospital,425 Home St Georgetown OH 45121,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,624358,AB,+
Brown County General Hospital,425 Home St Georgetown OH 45121,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,625348,B,-
Brown County General Hospital,425 Home St Georgetown OH 45121,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,625498,A,-
Brown County General Hospital,425 Home St Georgetown OH 45121,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,626305,AB,+
Brown County General Hospital,425 Home St Georgetown OH 45121,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,626351,B,-
Brown County General Hospital,425 Home St Georgetown OH 45121,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,628058,AB,+
Brown County General Hospital,425 Home St Georgetown OH 45121,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,630941,B,+
Brown County General Hospital,425 Home St Georgetown OH 45121,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,631818,AB,+
Brown County General Hospital,425 Home St Georgetown OH 45121,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,632152,A,-
Brown County General Hospital,425 Home St Georgetown OH 45121,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,632620,O,-
Brown County General Hospital,425 Home St Georgetown OH 45121,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,632749,AB,-
Brown County General Hospital,425 Home St Georgetown OH 45121,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,633061,B,-
Brown County General Hospital,425 Home St Georgetown OH 45121,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,635575,AB,-
Brown County General Hospital,425 Home St Georgetown OH 45121,Hoxworth Blood Center,7844 Kingland Dr West Chester OH 45069,638118,A,-
East Liverpool Hospital,425 W 5th St East Liverpool OH 43920,American Red Cross,416 Main Street Coshocton OH 43812,638150,AB,-
East Liverpool Hospital,425 W 5th St East Liverpool OH 43920,American Red Cross,416 Main Street Coshocton OH 43812,638374,B,+
East Liverpool Hospital,425 W 5th St East Liverpool OH 43920,American Red Cross,416 Main Street Coshocton OH 43812,640172,O,+
East Liverpool Hospital,425 W 5th St East Liverpool OH 43920,American Red Cross,416 Main Street Coshocton OH 43812,640403,A,-
East Liverpool Hospital,425 W 5th St East Liverpool OH 43920,American Red Cross,416 Main Street Coshocton OH 43812,642539,A,-
East Liverpool Hospital,425 W 5th St East Liverpool OH 43920,American Red Cross,416 Main Street Coshocton OH 43812,642970,A,+
East Liverpool Hospital,425 W 5th St East Liverpool OH 43920,American Red Cross,416 Main Street Coshocton OH 43812,644492,A,+
East Liverpool Hospital,425 W 5th St East Liverpool OH 43920,American Red Cross,416 Main Street Coshocton OH 43812,645687,O,-
East Liverpool Hospital,425 W 5th St East Liverpool OH 43920,American Red Cross,416 Main Street Coshocton OH 43812,649899,O,-
East Liverpool Hospital,425 W 5th St East Liverpool OH 43920,American Red Cross,416 Main Street Coshocton OH 43812,651768,O,-
East Liverpool Hospital,425 W 5th St East Liverpool OH 43920,American Red Cross,416 Main Street Coshocton OH 43812,652293,AB,+
East Liverpool Hospital,425 W 5th St East Liverpool OH 43920,American Red Cross,416 Main Street Coshocton OH 43812,653041,AB,-
East Liverpool Hospital,425 W 5th St East Liverpool OH 43920,American Red Cross,416 Main Street Coshocton OH 43812,653705,O,-
East Liverpool Hospital,425 W 5th St East Liverpool OH 43920,American Red Cross,416 Main Street Coshocton OH 43812,653778,O,+
East Liverpool Hospital,425 W 5th St East Liverpool OH 43920,American Red Cross,416 Main Street Coshocton OH 43812,655913,O,-
Cleveland Clinic Rehabilitation Hospitals,4389 Medina Road Akron OH 44321,American Red Cross,501 West Market St. Akron OH 44303,656178,B,-
Cleveland Clinic Rehabilitation Hospitals,4389 Medina Road Akron OH 44321,American Red Cross,501 West Market St. Akron OH 44303,656261,AB,+
Cleveland Clinic Rehabilitation Hospitals,4389 Medina Road Akron OH 44321,American Red Cross,501 West Market St. Akron OH 44303,656308,A,+
Cleveland Clinic Rehabilitation Hospitals,4389 Medina Road Akron OH 44321,American Red Cross,501 West Market St. Akron OH 44303,657177,O,+
Cleveland Clinic Rehabilitation Hospitals,4389 Medina Road Akron OH 44321,American Red Cross,501 West Market St. Akron OH 44303,659064,AB,-
Cleveland Clinic Rehabilitation Hospitals,4389 Medina Road Akron OH 44321,American Red Cross,501 West Market St. Akron OH 44303,661005,O,-
Cleveland Clinic Rehabilitation Hospitals,4389 Medina Road Akron OH 44321,American Red Cross,501 West Market St. Akron OH 44303,663278,O,+
Cleveland Clinic Rehabilitation Hospitals,4389 Medina Road Akron OH 44321,American Red Cross,501 West Market St. Akron OH 44303,663409,B,-
Cleveland Clinic Rehabilitation Hospitals,4389 Medina Road Akron OH 44321,American Red Cross,501 West Market St. Akron OH 44303,665341,A,+
Cleveland Clinic Rehabilitation Hospitals,4389 Medina Road Akron OH 44321,American Red Cross,501 West Market St. Akron OH 44303,666796,AB,+
Cleveland Clinic Rehabilitation Hospitals,4389 Medina Road Akron OH 44321,American Red Cross,501 West Market St. Akron OH 44303,667363,A,-
Cleveland Clinic Rehabilitation Hospitals,4389 Medina Road Akron OH 44321,American Red Cross,501 West Market St. Akron OH 44303,668901,B,+
Cleveland Clinic Rehabilitation Hospitals,4389 Medina Road Akron OH 44321,American Red Cross,501 West Market St. Akron OH 44303,672971,O,+
Cleveland Clinic Rehabilitation Hospitals,4389 Medina Road Akron OH 44321,American Red Cross,501 West Market St. Akron OH 44303,674153,AB,+
Encompass Health Rehabilitation Hospital,4647 Monroe Street Toledo OH 43623,American Red Cross,1111 Research Dr. Toledo OH 43614,676728,A,-
Encompass Health Rehabilitation Hospital,4647 Monroe Street Toledo OH 43623,American Red Cross,1111 Research Dr. Toledo OH 43614,676770,O,+
Encompass Health Rehabilitation Hospital,4647 Monroe Street Toledo OH 43623,American Red Cross,1111 Research Dr. Toledo OH 43614,676927,B,-
Encompass Health Rehabilitation Hospital,4647 Monroe Street Toledo OH 43623,American Red Cross,1111 Research Dr. Toledo OH 43614,678222,AB,-
Encompass Health Rehabilitation Hospital,4647 Monroe Street Toledo OH 43623,American Red Cross,1111 Research Dr. Toledo OH 43614,680444,B,+
Encompass Health Rehabilitation Hospital,4647 Monroe Street Toledo OH 43623,American Red Cross,1111 Research Dr. Toledo OH 43614,680519,O,-
Encompass Health Rehabilitation Hospital,4647 Monroe Street Toledo OH 43623,American Red Cross,1111 Research Dr. Toledo OH 43614,681370,A,+
Encompass Health Rehabilitation Hospital,4647 Monroe Street Toledo OH 43623,American Red Cross,1111 Research Dr. Toledo OH 43614,683167,A,+
Encompass Health Rehabilitation Hospital,4647 Monroe Street Toledo OH 43623,American Red Cross,1111 Research Dr. Toledo OH 43614,683219,AB,+
Encompass Health Rehabilitation Hospital,4647 Monroe Street Toledo OH 43623,American Red Cross,1111 Research Dr. Toledo OH 43614,683412,AB,-
Encompass Health Rehabilitation Hospital,4647 Monroe Street Toledo OH 43623,American Red Cross,1111 Research Dr. Toledo OH 43614,684098,AB,-
Encompass Health Rehabilitation Hospital,4647 Monroe Street Toledo OH 43623,American Red Cross,1111 Research Dr. Toledo OH 43614,684643,A,+
Encompass Health Rehabilitation Hospital,4647 Monroe Street Toledo OH 43623,American Red Cross,1111 Research Dr. Toledo OH 43614,686941,A,+
Encompass Health Rehabilitation Hospital,4647 Monroe Street Toledo OH 43623,American Red Cross,1111 Research Dr. Toledo OH 43614,688313,B,-
Encompass Health Rehabilitation Hospital,4647 Monroe Street Toledo OH 43623,American Red Cross,1111 Research Dr. Toledo OH 43614,688735,A,-
Encompass Health Rehabilitation Hospital,4647 Monroe Street Toledo OH 43623,American Red Cross,1111 Research Dr. Toledo OH 43614,689458,A,+
Encompass Health Rehabilitation Hospital,4647 Monroe Street Toledo OH 43623,American Red Cross,1111 Research Dr. Toledo OH 43614,694094,A,+
Encompass Health Rehabilitation Hospital,4647 Monroe Street Toledo OH 43623,American Red Cross,1111 Research Dr. Toledo OH 43614,696078,O,-
Encompass Health Rehabilitation Hospital,4647 Monroe Street Toledo OH 43623,American Red Cross,1111 Research Dr. Toledo OH 43614,697147,O,-
Encompass Health Rehabilitation Hospital,4647 Monroe Street Toledo OH 43623,American Red Cross,1111 Research Dr. Toledo OH 43614,697462,A,-
Jewish Hospital,4777 E. Galbraith Road Cincinnati OH 45236,American Red Cross,2111 Dana Ave. Cincinnati OH 45207,697656,AB,-
Jewish Hospital,4777 E. Galbraith Road Cincinnati OH 45236,American Red Cross,2111 Dana Ave. Cincinnati OH 45207,698569,B,-
Jewish Hospital,4777 E. Galbraith Road Cincinnati OH 45236,American Red Cross,2111 Dana Ave. Cincinnati OH 45207,699295,A,+
Jewish Hospital,4777 E. Galbraith Road Cincinnati OH 45236,American Red Cross,2111 Dana Ave. Cincinnati OH 45207,703122,O,+
Jewish Hospital,4777 E. Galbraith Road Cincinnati OH 45236,American Red Cross,2111 Dana Ave. Cincinnati OH 45207,703576,A,+
Jewish Hospital,4777 E. Galbraith Road Cincinnati OH 45236,American Red Cross,2111 Dana Ave. Cincinnati OH 45207,703657,A,-
Jewish Hospital,4777 E. Galbraith Road Cincinnati OH 45236,American Red Cross,2111 Dana Ave. Cincinnati OH 45207,703922,O,+
Jewish Hospital,4777 E. Galbraith Road Cincinnati OH 45236,American Red Cross,2111 Dana Ave. Cincinnati OH 45207,704493,B,-
Jewish Hospital,4777 E. Galbraith Road Cincinnati OH 45236,American Red Cross,2111 Dana Ave. Cincinnati OH 45207,704645,O,-
Jewish Hospital,4777 E. Galbraith Road Cincinnati OH 45236,American Red Cross,2111 Dana Ave. Cincinnati OH 45207,705005,A,-
Jewish Hospital,4777 E. Galbraith Road Cincinnati OH 45236,American Red Cross,2111 Dana Ave. Cincinnati OH 45207,708550,A,+
Jewish Hospital,4777 E. Galbraith Road Cincinnati OH 45236,American Red Cross,2111 Dana Ave. Cincinnati OH 45207,709119,B,-
Jewish Hospital,4777 E. Galbraith Road Cincinnati OH 45236,American Red Cross,2111 Dana Ave. Cincinnati OH 45207,712418,O,-
Jewish Hospital,4777 E. Galbraith Road Cincinnati OH 45236,American Red Cross,2111 Dana Ave. Cincinnati OH 45207,713086,AB,-
Jewish Hospital,4777 E. Galbraith Road Cincinnati OH 45236,American Red Cross,2111 Dana Ave. Cincinnati OH 45207,713225,AB,-
Jewish Hospital,4777 E. Galbraith Road Cincinnati OH 45236,American Red Cross,2111 Dana Ave. Cincinnati OH 45207,714449,A,+
Jewish Hospital,4777 E. Galbraith Road Cincinnati OH 45236,American Red Cross,2111 Dana Ave. Cincinnati OH 45207,717054,A,-
Jewish Hospital,4777 E. Galbraith Road Cincinnati OH 45236,American Red Cross,2111 Dana Ave. Cincinnati OH 45207,717821,A,+
Jewish Hospital,4777 E. Galbraith Road Cincinnati OH 45236,American Red Cross,2111 Dana Ave. Cincinnati OH 45207,718514,AB,-
Jewish Hospital,4777 E. Galbraith Road Cincinnati OH 45236,American Red Cross,2111 Dana Ave. Cincinnati OH 45207,718623,A,+
Jewish Hospital,4777 E. Galbraith Road Cincinnati OH 45236,American Red Cross,2111 Dana Ave. Cincinnati OH 45207,720795,AB,-
Doctors Hospital West,5100 W Broad St Columbus OH 43228,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,721771,AB,-
Doctors Hospital West,5100 W Broad St Columbus OH 43228,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,723967,B,+
Doctors Hospital West,5100 W Broad St Columbus OH 43228,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,724302,O,+
Doctors Hospital West,5100 W Broad St Columbus OH 43228,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,725000,AB,-
Doctors Hospital West,5100 W Broad St Columbus OH 43228,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,725372,B,+
Doctors Hospital West,5100 W Broad St Columbus OH 43228,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,730948,AB,+
Doctors Hospital West,5100 W Broad St Columbus OH 43228,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,731834,A,-
Doctors Hospital West,5100 W Broad St Columbus OH 43228,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,737290,A,+
Doctors Hospital West,5100 W Broad St Columbus OH 43228,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,738791,B,-
Doctors Hospital West,5100 W Broad St Columbus OH 43228,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,739064,AB,-
Doctors Hospital West,5100 W Broad St Columbus OH 43228,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,740130,A,-
Doctors Hospital West,5100 W Broad St Columbus OH 43228,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,740983,B,-
Doctors Hospital West,5100 W Broad St Columbus OH 43228,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,743033,AB,-
Doctors Hospital West,5100 W Broad St Columbus OH 43228,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,751273,AB,-
Regency Hospital of Toledo LLC,5220 Alexis Rd. Sylvania OH 43560,American Red Cross,109 E. Perry Street Port Clinton OH 43452,754297,A,-
Regency Hospital of Toledo LLC,5220 Alexis Rd. Sylvania OH 43560,American Red Cross,109 E. Perry Street Port Clinton OH 43452,754666,AB,-
Regency Hospital of Toledo LLC,5220 Alexis Rd. Sylvania OH 43560,American Red Cross,109 E. Perry Street Port Clinton OH 43452,755842,O,-
Regency Hospital of Toledo LLC,5220 Alexis Rd. Sylvania OH 43560,American Red Cross,109 E. Perry Street Port Clinton OH 43452,755955,B,+
Regency Hospital of Toledo LLC,5220 Alexis Rd. Sylvania OH 43560,American Red Cross,109 E. Perry Street Port Clinton OH 43452,756750,AB,+
Regency Hospital of Toledo LLC,5220 Alexis Rd. Sylvania OH 43560,American Red Cross,109 E. Perry Street Port Clinton OH 43452,757129,AB,-
Regency Hospital of Toledo LLC,5220 Alexis Rd. Sylvania OH 43560,American Red Cross,109 E. Perry Street Port Clinton OH 43452,757946,B,-
Regency Hospital of Toledo LLC,5220 Alexis Rd. Sylvania OH 43560,American Red Cross,109 E. Perry Street Port Clinton OH 43452,758091,A,+
Regency Hospital of Toledo LLC,5220 Alexis Rd. Sylvania OH 43560,American Red Cross,109 E. Perry Street Port Clinton OH 43452,758506,O,-
Regency Hospital of Toledo LLC,5220 Alexis Rd. Sylvania OH 43560,American Red Cross,109 E. Perry Street Port Clinton OH 43452,760729,A,-
Regency Hospital of Toledo LLC,5220 Alexis Rd. Sylvania OH 43560,American Red Cross,109 E. Perry Street Port Clinton OH 43452,762769,B,-
Regency Hospital of Toledo LLC,5220 Alexis Rd. Sylvania OH 43560,American Red Cross,109 E. Perry Street Port Clinton OH 43452,764379,AB,-
Regency Hospital of Toledo LLC,5220 Alexis Rd. Sylvania OH 43560,American Red Cross,109 E. Perry Street Port Clinton OH 43452,765769,AB,+
Regency Hospital of Toledo LLC,5220 Alexis Rd. Sylvania OH 43560,American Red Cross,109 E. Perry Street Port Clinton OH 43452,767023,AB,-
Regency Hospital of Toledo LLC,5220 Alexis Rd. Sylvania OH 43560,American Red Cross,109 E. Perry Street Port Clinton OH 43452,768319,B,-
Regency Hospital of Toledo LLC,5220 Alexis Rd. Sylvania OH 43560,American Red Cross,109 E. Perry Street Port Clinton OH 43452,768609,AB,-
Summa Health System Akron City Hospital,525 E. Market Street Akron OH 44304,American Red Cross,501 West Market St. Akron OH 44303,768962,A,+
Summa Health System Akron City Hospital,525 E. Market Street Akron OH 44304,American Red Cross,501 West Market St. Akron OH 44303,769043,O,-
Summa Health System Akron City Hospital,525 E. Market Street Akron OH 44304,American Red Cross,501 West Market St. Akron OH 44303,769758,O,+
Summa Health System Akron City Hospital,525 E. Market Street Akron OH 44304,American Red Cross,501 West Market St. Akron OH 44303,769926,A,+
Summa Health System Akron City Hospital,525 E. Market Street Akron OH 44304,American Red Cross,501 West Market St. Akron OH 44303,770261,A,-
Summa Health System Akron City Hospital,525 E. Market Street Akron OH 44304,American Red Cross,501 West Market St. Akron OH 44303,775046,B,+
Summa Health System Akron City Hospital,525 E. Market Street Akron OH 44304,American Red Cross,501 West Market St. Akron OH 44303,776600,O,+
Summa Health System Akron City Hospital,525 E. Market Street Akron OH 44304,American Red Cross,501 West Market St. Akron OH 44303,777120,AB,+
Summa Health System Akron City Hospital,525 E. Market Street Akron OH 44304,American Red Cross,501 West Market St. Akron OH 44303,777498,AB,-
Summa Health System Akron City Hospital,525 E. Market Street Akron OH 44304,American Red Cross,501 West Market St. Akron OH 44303,777720,O,+
Summa Health System Akron City Hospital,525 E. Market Street Akron OH 44304,American Red Cross,501 West Market St. Akron OH 44303,778657,A,-
Mount Carmel,5300 N. Meadows Drive Grove City OH 43123,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,780202,AB,-
Mount Carmel,5300 N. Meadows Drive Grove City OH 43123,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,780547,AB,+
Mount Carmel,5300 N. Meadows Drive Grove City OH 43123,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,780960,AB,-
Mount Carmel,5300 N. Meadows Drive Grove City OH 43123,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,781728,B,-
Mount Carmel,5300 N. Meadows Drive Grove City OH 43123,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,783280,B,-
Mount Carmel,5300 N. Meadows Drive Grove City OH 43123,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,783347,B,+
Mount Carmel,5300 N. Meadows Drive Grove City OH 43123,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,784012,O,-
Mount Carmel,5300 N. Meadows Drive Grove City OH 43123,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,784613,A,-
Mount Carmel,5300 N. Meadows Drive Grove City OH 43123,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,786477,AB,+
Mount Carmel,5300 N. Meadows Drive Grove City OH 43123,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,789116,O,-
Mount Carmel,5300 N. Meadows Drive Grove City OH 43123,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,789487,A,-
Mount Carmel,5300 N. Meadows Drive Grove City OH 43123,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,789687,A,-
